track,family,model_kind,inference_backend,status,dataset,sample_index,alpha_mae,gamma_mae,true_alpha,predicted_alpha,true_gamma,predicted_gamma,model_source,kappa_mae
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,61,0.011741431438046861,0.002940825103923571,"[0.10993146151304245, -0.05656242370605469, 0.061996135860681534]","[0.10918797026841157, -0.07284736807712101, 0.04380027716223816]","[0.010293315164744854, 0.018359579145908356, 0.01910155452787876]","[0.013957887980063078, 0.015682485712152396, 0.016620745465182232]",artifact:ridge_1q_256.npz,0.003563674790354087
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,62,0.026029010659686602,0.004446860589385366,"[-0.1059790700674057, -0.12232115864753723, 0.008805369958281517]","[-0.11026451981108057, -0.05288219147883365, 0.013167985024962867]","[0.013615868985652924, 0.011995736509561539, 0.001471885247156024]","[0.010746090045782322, 0.013402729568302827, 0.010535695016700233]",artifact:ridge_1q_256.npz,0.00409158481976685
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,63,0.011934356918946334,0.006072723653088825,"[0.14744524657726288, -0.023189909756183624, -0.07146761566400528]","[0.15, -0.04679134218947599, -0.06182073076319576]","[0.011481545865535736, 0.004193420056253672, 0.01870109513401985]","[0.008636915398890343, 0.017918505858952896, 0.017052640444097995]",artifact:ridge_1q_256.npz,0.00592348561034399
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,0,0.023146352692950244,0.0069233839733552,"[0.014275891706347466, -0.06618588417768478, 0.060720961540937424, -0.023877311497926712]","[0.009881308886555395, -0.04765589208147239, 0.12234816102043701, -0.03191094787422365]","[0.015885865315794945, 0.0002766220713965595, 0.009481371380388737, 0.013558721169829369]","[0.0058299708333457885, 0.003855197590195982, 0.0038470076363968098, 0.021983423318009662]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,1,0.03066395241226421,0.004800420404015441,"[-0.05077226459980011, -0.04219868406653404, 0.09519640356302261, 0.017005816102027893]","[-0.07276001969113054, -0.07872712077503381, 0.11827840351297012, 0.05806343400130703]","[0.005252852104604244, 0.018214641138911247, 0.01203280407935381, 0.023681271821260452]","[0.0, 0.022009438104430092, 0.010479469679518506, 0.015080573675157085]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,2,0.016825563933077763,0.0060107199238037265,"[-0.14089195430278778, 0.1298523247241974, 0.008694557473063469, 0.07852675020694733]","[-0.12618585543241706, 0.1265908822399651, 0.0019459670299805882, 0.035940626272322175]","[0.0005489668110385537, 0.0005565585452131927, 0.006762455217540264, 0.005947123747318983]","[0.008311570499311003, 0.00482029573904409, 0.0005629939967559724, 0.01176420133964625]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,3,0.026845409383610706,0.0033743625446975107,"[-0.10176543891429901, 0.10303035378456116, -0.1053522378206253, 0.042894165962934494]","[-0.07845484954068233, 0.13006616679564093, -0.06836969309715805, 0.022841475536655366]","[0.01193261705338955, 0.0038038853090256453, 0.013159923255443573, 0.02015540562570095]","[0.012383561962845593, 0.007288258363518476, 0.006537663814124272, 0.02309527839922282]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,4,0.02705301233893014,0.0012474564824763107,"[0.032447449862957, -0.06024288386106491, 0.027091849595308304, 0.11858630925416946]","[0.04664226182917157, -0.07204169739281883, 0.09756466478151714, 0.10684070058262624]","[0.02392571046948433, 0.025483326986432076, 0.02285023219883442, 0.02310926839709282]","[0.025768038825161918, 0.027665630169920602, 0.02368920638489182, 0.023235488601774545]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,5,0.015659626351585437,0.006284997248139994,"[0.06552185118198395, -0.13419200479984283, 0.14994078874588013, 0.06478386372327805]","[0.08436568538862466, -0.1448623117357295, 0.15, 0.09784901673297255]","[0.022803639993071556, 0.01625780016183853, 0.007577697746455669, 0.02844061888754368]","[0.03, 0.01940719143116897, 0.018732926516812645, 0.024801609941599558]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,6,0.019737123979165643,0.003637564587352799,"[0.11583179980516434, -0.005710560828447342, 0.13580596446990967, 0.03145861625671387]","[0.10930824530648181, 0.03987585303180673, 0.15, 0.04410310828434952]","[0.012987284921109676, 0.02567110024392605, 0.0013960882788524032, 0.004095729906111956]","[0.022619368376654236, 0.024487105951764843, 0.0034111571572338645, 0.005814841629435925]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,7,0.023924985105035747,0.00274503080024071,"[0.06190984696149826, -0.004247888922691345, -0.0253218375146389, -0.08429889380931854]","[0.033445776927667425, -0.025943731766459335, -0.004984660204480328, -0.059096043576932954]","[0.013577892445027828, 0.017917122691869736, 0.02448163367807865, 0.005458144471049309]","[0.01584988367076183, 0.016296345856355882, 0.029448037526393606, 0.0033371931796492785]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,8,0.016316622273254675,0.005536276455439733,"[0.13856486976146698, -0.10143078118562698, 0.03446865826845169, -0.10856100916862488]","[0.12049724348079635, -0.08935324609010327, 0.018272025220963887, -0.12748570383796143]","[0.014431996271014214, 0.0019124242244288325, 0.012793619185686111, 0.022124987095594406]","[0.011349772854305513, 0.00898841337543653, 0.019735008043619412, 0.01707948269948517]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,9,0.013218261758046385,0.006258776189748044,"[-0.14898063242435455, -0.027554336935281754, 0.06316124647855759, 0.00557952793315053]","[-0.15, 0.002048044956436325, 0.08039280899348984, 0.010599262983040297]","[0.025393355637788773, 0.005547269247472286, 0.025593627244234085, 0.023205233737826347]","[0.02173550752950567, 0.009420390683664185, 0.011145435711781278, 0.02014929005576198]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,10,0.015248748798528215,0.0012329838562880782,"[0.14411009848117828, 0.07280521094799042, -0.088809534907341, 0.1396731585264206]","[0.12368516582146691, 0.09466548485359695, -0.07602183527091326, 0.13375106953405339]","[0.01949944905936718, 0.02782350778579712, 0.015951862558722496, 0.020206019282341003]","[0.018016187967358894, 0.03, 0.015438692787892576, 0.02096503163045223]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,11,0.020780585572381813,0.007471461521059208,"[-0.13592977821826935, 0.012765522114932537, -0.004627489019185305, -0.09381880611181259]","[-0.1341696222861089, -0.018056440583571195, -0.029512077500257184, -0.11947444128960379]","[0.008488484658300877, 0.0046922992914915085, 0.00929567962884903, 0.01914823427796364]","[0.021195333203085226, 0.003495774177966952, 0.0007628384684147515, 0.01169860301246999]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,12,0.015145281820433,0.004309909782041834,"[-0.03438539430499077, 0.1287129819393158, -0.13809233903884888, 0.144796222448349]","[-0.06656530925018292, 0.11052602878715716, -0.13308185740611866, 0.15]","[0.028714902698993683, 0.012815411202609539, 0.012834500521421432, 0.00913281086832285]","[0.026179276678312262, 0.016600461225182977, 0.01641602977532365, 0.016470244699333107]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,13,0.01714767077594733,0.0057424604156638024,"[0.1470169872045517, -0.1440625935792923, 0.14264702796936035, -0.05569181963801384]","[0.15, -0.09668507277489621, 0.15, -0.04481464216470855]","[0.012987496331334114, 0.01926705613732338, 0.01443230826407671, 0.024136174470186234]","[0.017361622380739697, 0.028776187983804206, 0.017250109023880852, 0.017867391463221576]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,14,0.020821431764727637,0.004051928357040409,"[0.08845780789852142, -0.1406998336315155, 0.13473069667816162, -0.1197802722454071]","[0.0710578281171969, -0.15, 0.14274264586780033, -0.07120664052594429]","[0.005720481742173433, 0.01413021795451641, 0.024199463427066803, 0.005490089766681194]","[0.012543456956910597, 0.01620307037591373, 0.03, 0.003978740547587236]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,15,0.035826479173185176,0.0054403327228407725,"[0.09847497940063477, 0.06702098250389099, -0.11280228942632675, -0.09655919671058655]","[0.07842739545181558, 0.023539259696732005, -0.05921824051724184, -0.07036663568290893]","[0.010579977184534073, 0.00682986481115222, 0.024843033403158188, 0.024202894419431686]","[0.021470723093623512, 0.0016558737569220723, 0.028722892112254296, 0.02238615920048429]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,16,0.018207902920032715,0.007912964641965642,"[0.07405371963977814, -0.13804666697978973, -0.05587046220898628, 0.00436383904889226]","[0.05106718110099366, -0.13228023836725877, -0.038232850915990234, -0.02207719418692712]","[0.021990664303302765, 0.015855425968766212, 0.004228264559060335, 0.019869253039360046]","[0.01474288907452696, 0.018670898556016655, 0.012416607196629858, 0.006468984925093247]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,17,0.01818858728759785,0.005568652048163271,"[0.024671483784914017, 0.02623642422258854, -0.0632251650094986, 0.10157185047864914]","[0.0024314947669206582, -0.01905496910290991, -0.05980747178492103, 0.0997665768963271]","[0.01393418200314045, 0.00026090856408700347, 0.014682341367006302, 0.02889353409409523]","[0.0, 0.001669784717258132, 0.008857257236569565, 0.03]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,18,0.03831606197647907,0.008540691409390804,"[-0.04854978993535042, 0.048640038818120956, -0.13965266942977905, 0.026170626282691956]","[-0.12092204251210112, 0.0016848952135210885, -0.12087566715784889, 0.011010776830056409]","[0.01090817991644144, 0.022277692332863808, 0.008958788588643074, 0.02061120793223381]","[0.0, 0.02659306902983585, 0.01667219803419711, 0.009385408353638113]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,19,0.024611903191393662,0.004221197696904986,"[-0.11393141001462936, 0.08743712306022644, 0.10894230008125305, 0.05577671155333519]","[-0.04909559285714609, 0.08501455559768277, 0.13041667406160437, 0.04606185738813879]","[0.00019926020468119532, 0.005149526055902243, 0.022050341591238976, 0.008921821601688862]","[0.0, 0.009251902988831634, 0.018139576093103526, 0.01759420975356277]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,20,0.015979636410079545,0.006001521577737699,"[0.030431263148784637, -0.10824630409479141, -0.08349157124757767, -0.08889250457286835]","[0.02722772031568329, -0.13525725279261946, -0.06862541996938727, -0.07005460174166997]","[0.010646697133779526, 0.0272974856197834, 0.026947680860757828, 0.026336247101426125]","[0.017770128216363014, 0.03, 0.020520441486051796, 0.018583345627981446]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,21,0.013940836767932507,0.002991977516663837,"[0.07046095281839371, -0.11233438551425934, 0.0018189153634011745, -0.10321860760450363]","[0.0416398429827067, -0.11211793266527849, 0.02764817458228348, -0.1041151327726835]","[0.014035636559128761, 0.0035536240320652723, 0.0018281755037605762, 0.01405093353241682]","[0.012824175087235995, 0.008427517657841202, 0.0011283147224087926, 0.019233627720051688]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,22,0.027143658402777854,0.006698911402716437,"[0.08072308450937271, 0.1471809446811676, -0.1367318034172058, -0.06079636141657829]","[0.05037788665205566, 0.1469103966479111, -0.10746720835098435, -0.10949065407089471]","[0.015284908004105091, 0.01692676916718483, 0.014868243597447872, 0.026415206491947174]","[0.0031957644325683442, 0.026103150911703794, 0.020386294749539985, 0.0264272756346651]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,23,0.017949982900291563,0.004124639521060566,"[0.14774689078330994, -0.10045275837182999, -0.007167131174355745, -0.10855405777692795]","[0.11068794928565479, -0.08619837260805159, 0.008452902476013421, -0.10368748708756441]","[0.01730206236243248, 0.015318376943469048, 0.0277984868735075, 0.0220522228628397]","[0.018368460071535187, 0.02168661116375354, 0.02123553887039645, 0.019551244711095685]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,24,0.020738987668037154,0.001601181564602705,"[-0.13887017965316772, 0.09303823113441467, -0.05042734369635582, -0.1272582858800888]","[-0.14302910003935015, 0.07138599225282051, -0.06881705699818559, -0.08850320777754656]","[0.026186177507042885, 0.01570752076804638, 0.009666397236287594, 0.00482212333008647]","[0.028995890964028707, 0.01691457284231234, 0.00977272644005564, 0.007103754853477459]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,25,0.013259338714179713,0.0052127816936715764,"[-0.13502490520477295, -0.035357967019081116, -0.14479851722717285, 0.01648837886750698]","[-0.1444264975266992, -0.029833450423045835, -0.1193913041084196, 0.029192411687511043]","[0.012370290234684944, 0.01893750950694084, 0.022281760349869728, 0.002279527485370636]","[0.017656355788040336, 0.015115133376817858, 0.012914661880599058, 0.004655114107307895]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,26,0.01162637260127014,0.0031089733617760185,"[0.05602789297699928, -0.11004046350717545, -0.14937329292297363, -0.12302862852811813]","[0.0780291814293535, -0.10487038100132373, -0.14221883913677036, -0.1352082941887895]","[0.014799904078245163, 0.01611059159040451, 0.00289542181417346, 0.007606305181980133]","[0.015781565485460964, 0.01912513321116359, 0.008248820779194794, 0.004520013727872273]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,27,0.030981732153702212,0.002934989857347349,"[0.03997206687927246, -0.01652352884411812, 0.09531959146261215, 0.14135807752609253]","[0.007168837745589357, 0.013922517813167747, 0.08502649830712686, 0.09097351785773794]","[0.01654256135225296, 0.02267986536026001, 0.029882384464144707, 0.015453901141881943]","[0.023267054411549484, 0.021347318599993195, 0.026920598375617194, 0.016175034663180488]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,28,0.013544158309204508,0.006889743623836826,"[0.028676200658082962, -0.1477261185646057, -0.0884137973189354, 0.05550909787416458]","[0.06409687291102215, -0.1477633265895113, -0.1001334385268021, 0.04850998612305802]","[0.013703682459890842, 0.011155656538903713, 0.016067897900938988, 0.02337483875453472]","[0.010425750881635176, 0.018260482639816566, 0.01798555522426461, 0.00811627926168156]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,29,0.006133248681601814,0.006442489023679426,"[-0.14976410567760468, -0.12434843927621841, -0.072169728577137, -0.07401855289936066]","[-0.140085793808243, -0.13183259821691964, -0.07758929781984754, -0.07596950757299445]","[0.012276873923838139, 0.02673056721687317, 0.027826838195323944, 0.017938274890184402]","[0.01333089490056791, 0.02227007649092776, 0.01687445889393899, 0.027241339980841973]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,30,0.010192855207757529,0.0038726578887933356,"[0.03530202805995941, -0.09506238251924515, 0.12001263350248337, 0.028545498847961426]","[0.05856518586221006, -0.0874804485744283, 0.11418388123213367, 0.03264307566157435]","[0.0208780188113451, 0.005178311374038458, 0.0009336639195680618, 7.706021278863773e-05]","[0.019448394192930644, 0.0026675057233904193, 0.008679919681230872, 0.003881005737236676]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,31,0.025928254914993877,0.006409940385478624,"[-0.025913875550031662, 0.04261031001806259, 0.1268777698278427, 0.0556039996445179]","[0.015248250084241822, 0.002161063772386288, 0.10898378106716365, 0.05981165866386455]","[0.006033570505678654, 0.028708383440971375, 0.001015721121802926, 0.024054836481809616]","[0.014527639919652151, 0.01869629037875231, 0.005976610816489539, 0.02622754585284494]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,32,0.021814497562400663,0.004677865889813291,"[0.07683258503675461, -0.09113014489412308, 0.07745412737131119, 0.06733965873718262]","[0.08426909325460812, -0.0540439714918568, 0.07645841762199505, 0.025600059857015876]","[0.025000708177685738, 0.017397290095686913, 0.019582482054829597, 0.029914623126387596]","[0.022936903326713873, 0.02068243931983293, 0.015934625619137298, 0.020199970077944614]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,33,0.0298144066879869,0.004765800338238796,"[0.05274667963385582, -0.13015219569206238, 0.12554799020290375, -0.04351608082652092]","[0.10562730961256535, -0.13790453115771514, 0.15, -0.009343429316031856]","[0.02114620804786682, 0.023924067616462708, 0.013909026980400085, 0.008417140692472458]","[0.023857410638092658, 0.03, 0.01092145276634186, 0.001128648527338627]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,34,0.03299985876382181,0.0025877726779493793,"[-0.014329450204968452, -0.09705186635255814, 0.03859210014343262, 0.14382612705230713]","[-0.059166189812013215, -0.11049970739974338, 0.0884076040270789, 0.11992677653489617]","[0.011167585849761963, 0.017062559723854065, 0.004601661581546068, 0.016237812116742134]","[0.01452394766210209, 0.017407208134806326, 0.0, 0.018286231023701194]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,35,0.036516155108620066,0.0015797469046935266,"[0.056596748530864716, -0.0018507282948121428, -0.09249638020992279, -0.1258302479982376]","[6.852366874346427e-05, 0.022837942599916054, -0.04289538842641562, -0.14107698089236126]","[0.007877882570028305, 0.0045481352135539055, 0.027063291519880295, 0.02596903219819069]","[0.006061573367151081, 0.005720133211998397, 0.02833217182105305, 0.023907232081911055]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,36,0.018587289754714485,0.00574505639702492,"[-0.11395559459924698, 0.08051001280546188, -0.10465840250253677, 0.010756668634712696]","[-0.14725049882406732, 0.09449681468653116, -0.09572740459159552, -0.007379786367314364]","[0.010540437884628773, 0.006340093910694122, 0.002932959236204624, 0.02012699842453003]","[0.022596727007319656, 0.008138651718060854, 0.0, 0.01393457900269259]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,37,0.0539730373021524,0.001961639708654875,"[0.14753210544586182, 0.1314760148525238, -0.028040660545229912, 0.04576097056269646]","[0.1143584615420851, 0.08796706856035023, 0.07279112538200083, 0.007383197477267886]","[0.007831469178199768, 0.014272752217948437, 0.0018968217773362994, 0.005782086402177811]","[0.006646095459336487, 0.016080114494420195, 0.006537355277701612, 0.0055687970632586625]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,38,0.02434047916298873,0.004595329891342766,"[0.05580544099211693, -0.012746362015604973, 0.11105548590421677, 0.06387186795473099]","[0.025080206343919415, -0.020585949683840123, 0.11433604660045298, 0.008355334315444949]","[0.009684433229267597, 0.005910039879381657, 0.02206655777990818, 0.003977331332862377]","[0.013656270135167766, 0.014127824733611358, 0.0225323818634305, 0.009703205054581249]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,39,0.023978646476885673,0.0037016714838202613,"[0.14728142321109772, 0.1372896432876587, -0.06273167580366135, -0.04069245234131813]","[0.09735220737316787, 0.10984453325477955, -0.05684057487167352, -0.053341611446064016]","[0.019595777615904808, 0.02624475210905075, 0.021018678322434425, 0.013454475440084934]","[0.02335618803862029, 0.029916856203172873, 0.023463036279256194, 0.008524661978463263]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,40,0.02498970616499349,0.005239544228467884,"[0.12259645015001297, -0.027666578069329262, -0.1228337213397026, 0.06979432702064514]","[0.12118553082387729, -0.024512741010285062, -0.15, 0.0015665374061484376]","[0.008902756497263908, 0.010394902899861336, 0.023649800568819046, 0.00700017623603344]","[0.006259161780450604, 0.017591150410433035, 0.020974607330783566, 0.015443317684484491]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,41,0.016026539204791822,0.004169294493081477,"[0.08597562462091446, 0.006439827382564545, -0.03586868941783905, -0.03513072431087494]","[0.058978297685780834, 0.022725253504931014, -0.0186974061200703, -0.03147860384697649]","[0.006568729877471924, 0.011773963458836079, 0.007732428144663572, 0.005225816275924444]","[0.009365236224363936, 0.004850768637589721, 0.008829819416608254, 0.0110859018081673]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,42,0.025203965198992435,0.003631146862990658,"[-0.11026564985513687, -0.11638913303613663, -0.010007337667047977, -0.06704486161470413]","[-0.12267555764992127, -0.09004743853585914, 0.03498178944978043, -0.049969730230624676]","[0.01446556020528078, 0.008441098965704441, 0.011008020490407944, 0.027532877400517464]","[0.01781031623344913, 0.012001151161588485, 0.0035139934884498136, 0.02765862962646957]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,43,0.021352659955265772,0.0018200360299142635,"[-0.12105817347764969, 0.11949697136878967, 0.10392146557569504, -0.1093960627913475]","[-0.10088236570319502, 0.11638537666282642, 0.07737330194642317, -0.07382098907997421]","[0.027045851573348045, 0.017331790179014206, 0.02945057675242424, 0.025665277615189552]","[0.026756917934981538, 0.018152201628887144, 0.024907018722611543, 0.027292518616794464]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,44,0.02112423562128011,0.0020199743920868945,"[-0.11180299520492554, -0.11411023885011673, 0.13939160108566284, 0.12230117619037628]","[-0.15, -0.13027999728192452, 0.15, 0.10277939584647525]","[0.01693977415561676, 0.011201946064829826, 0.019542990252375603, 0.01836482249200344]","[0.018117473383055346, 0.008424436711265323, 0.018234576868445564, 0.02118109809541789]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,45,0.03375389931015499,0.008504048646861863,"[-0.10904722660779953, -0.08101710677146912, -0.13868506252765656, -0.10193668305873871]","[-0.06765954395423085, -0.11581047757375947, -0.11437404364005788, -0.13646020795590094]","[0.02152421697974205, 0.017269503325223923, 0.020155731588602066, 0.012411946430802345]","[0.02980251441010892, 0.01358941831018896, 0.008303093265872509, 0.022617120250118403]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,46,0.026296066550423706,0.004727739493639298,"[-0.10206656903028488, 0.07737317681312561, 0.02132406458258629, 0.019898854196071625]","[-0.11800727394594657, 0.13072284494732467, 0.03687952836925602, -0.00043957516909271833]","[0.01023227721452713, 0.02429373934864998, 0.021628394722938538, 0.02247517928481102]","[0.017769522415609126, 0.024581320561899093, 0.01378885519192397, 0.025721771314022535]",artifact:ridge_2q_256.npz,
synthetic_ground_truth,2q,ridge,classical_cpu,evaluated,artifacts/datasets/2q_mixed_channel_test.npz,47,0.029113906626417094,0.008253175018348255,"[0.0509091317653656, 0.13711869716644287, 0.14010584354400635, -0.030346892774105072]","[0.08741649180797917, 0.15, 0.08941839016020617, -0.04672640301980257]","[0.015839552506804466, 0.029346711933612823, 0.0253656804561615, 0.025606542825698853]","[0.03, 0.02372969145592837, 0.020292597690850366, 0.017444393488496957]",artifact:ridge_2q_256.npz,
